"","pred.ind","pred.var","avg.rank","avg.pval","country.count"
"753","SE.SEC.ENRL.GC","Secondary education, general pupils",272.461538461538,0.211870516172009,13
"227","NE.RSB.GNFS.KN","External balance on goods and services (constant LCU)",266.869281045752,0.212027055478397,153
"311","NE.GDI.TOTL.ZS","Gross capital formation (% of GDP)",267.671686746988,0.212174063751194,166
"225","BX.GSR.TOTL.CD","Exports of goods, services and income (BoP, current US$)",260.145695364238,0.212273665926891,151
"23","NY.ADJ.NNAT.CD","Adjusted savings: net national savings (current US$)",270.760273972603,0.212412645908285,146
"646","SP.POP.GROW","Population growth (annual %)",252.394117647059,0.212593983652348,170
"201","SL.EMP.TOTL.SP.MA.ZS","Employment to population ratio, 15+, male (%)",262.080459770115,0.212628108550165,174
"307","BM.GSR.MRCH.CD","Goods imports (BoP, current US$)",260.48717948718,0.213234644928934,156
"429","ST.INT.ARVL","International tourism, number of arrivals",283.573248407643,0.213972147023827,157
"712","SE.ENR.PRSC.FM.ZS","Ratio of girls to boys in primary and secondary education (%)",324.5,0.214670973479442,34
"74","FM.LBL.BMNY.GD.ZS","Broad money (% of GDP)",271.91724137931,0.214855029145573,145
"884","SP.URB.GROW","Urban population growth (annual %)",261.780346820809,0.215605762574747,173
"389","BM.GSR.TOTL.CD","Imports of goods, services and income (BoP, current US$)",258.746753246753,0.216961283107527,154
"8","NY.ADJ.DCO2.GN.ZS","Adjusted savings: carbon dioxide damage (% of GNI)",277.036144578313,0.217327798598609,166
"717","SE.PRM.REPT.FE.ZS","Repeaters, primary, female (% of female enrollment)",289.5,0.217848711158052,24
"569","FM.AST.NFRG.CN","Net foreign assets (current LCU)",270.797297297297,0.218933931796154,148
"556","NY.TRF.NCTR.CN","Net current transfers from abroad (current LCU)",287.360544217687,0.218962637572379,147
"63","FB.AST.NPER.ZS","Bank nonperforming loans to total gross loans (%)",299.382608695652,0.218966937318942,115
"514","MS.MIL.XPND.GD.ZS","Military expenditure (% of GDP)",285.09375,0.219025308945527,128
"41","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)",269.21935483871,0.21903329847592,155
"891","SL.EMP.WORK.ZS","Wage and salaried workers, total (% of total employed)",296.590277777778,0.219225139405936,72
"284","NE.CON.GOVT.ZS","General government final consumption expenditure (% of GDP)",279.006134969325,0.219415454128814,163
"543","DC.DAC.NLDL.CD","Net bilateral aid flows from DAC donors, Netherlands (current US$)",309.7875,0.219704651738562,80
"50","IS.AIR.DPRT","Air transport, registered carrier departures worldwide",277.528571428571,0.219876424814723,140
"204","SL.EMP.1524.SP.MA.ZS","Employment to population ratio, ages 15-24, male (%)",275.580459770115,0.220497629179503,174
"332","NE.DAB.TOTL.ZS","Gross national expenditure (% of GDP)",277.545454545455,0.220731360837237,165
"840","SE.PRM.TENR","Total enrollment, primary (% net)",356.966666666667,0.220769624899503,30
"726","BX.GSR.ROYL.CD","Royalty and license fees, receipts (BoP, current US$)",305.073529411765,0.221162639593024,68
"384","BM.GSR.GNFS.CD","Imports of goods and services (BoP, current US$)",257.884615384615,0.221517484111152,156
"442","SL.TLF.PRIM.FE.ZS","Labor force with primary education, female (% of female labor force)",335.655172413793,0.221650865507024,29
"91","SH.HIV.0014","Children (0-14) living with HIV",253.576923076923,0.221820218015152,78
"203","SL.EMP.1524.SP.FE.ZS","Employment to population ratio, ages 15-24, female (%)",268.758620689655,0.222125662776188,174
"107","EN.ATM.CO2E.GF.KT","CO2 emissions from gaseous fuel consumption (kt) ",290.432203389831,0.222634199208526,118
"280","EG.GDP.PUSE.KO.PP.KD","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)",277.87969924812,0.222647217294907,133
"800","TM.TAX.MRCH.WM.AR.ZS","Tariff rate, applied, weighted mean, all products (%)",358.176470588235,0.222986033747717,34
"632","IP.PAT.NRES","Patent applications, nonresidents",323.121212121212,0.223251097362384,66
"255","TM.VAL.FOOD.ZS.UN","Food imports (% of merchandise imports)",278.343137254902,0.223795912065624,102
"819","GC.TAX.YPKG.CN","Taxes on income, profits and capital gains (current LCU)",289.817307692308,0.223876287285612,104
"114","EN.ATM.CO2E.SF.KT","CO2 emissions from solid fuel consumption (kt) ",297.461240310078,0.223959647491362,129
"766","SL.EMP.SELF.MA.ZS","Self-employed, male (% of males employed)",299.707692307692,0.224621981630054,65
"257","NV.MNF.FBTO.ZS.UN","Food, beverages and tobacco (% of value added in manufacturing)",295.985294117647,0.224787251689637,68
"511","EN.ATM.METH.KT.CE","Methane emissions (kt of CO2 equivalent)",275.929824561404,0.225136409652523,171
"254","TX.VAL.FOOD.ZS.UN","Food exports (% of merchandise exports)",283.555555555556,0.225733093646924,99
"180","EG.ELC.COAL.ZS","Electricity production from coal sources (% of total)",315.791666666667,0.225772621843368,84
"226","NE.RSB.GNFS.ZS","External balance on goods and services (% of GDP)",277.970414201183,0.226410098313132,169
"92","SE.PRM.UNER","Children out of school, primary",351.866666666667,0.226667275196253,30
"94","SE.PRM.UNER.MA","Children out of school, primary, male",360.391304347826,0.226693175899274,23
"115","EN.CO2.TRAN.ZS","CO2 emissions from transport (% of total fuel combustion)",316.167883211679,0.226782239508945,137
"572","NY.GSR.NFCY.CN","Net income from abroad (current LCU)",287.616564417178,0.22683881099674,163
"233","DT.DOD.DPPG.CD","External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",280.745454545455,0.227087517609878,110
"218","NE.EXP.GNFS.ZS","Exports of goods and services (% of GDP)",289.153846153846,0.227551460762248,169
"825","IT.MLT.MAIN","Telephone lines",266.923076923077,0.227713018978253,169
"486","TX.VAL.MRCH.RS.ZS","Merchandise exports by the reporting economy, residual (% of total merchandise exports)",297.109090909091,0.227806797023605,165
"715","SM.POP.REFG","Refugee population by country or territory of asylum",295.25,0.227863697671377,144
"109","EN.ATM.CO2E.LF.KT","CO2 emissions from liquid fuel consumption (kt) ",280,0.228126038117202,170
"877","SL.UEM.TOTL.MA.ZS","Unemployment, male (% of male labor force)",290.011494252874,0.228530380453407,174
"264","EG.USE.COMM.FO.ZS","Fossil fuel energy consumption (% of total)",294.9,0.228591399260766,130
"430","ST.INT.DPRT","International tourism, number of departures",312.823529411765,0.228816236556326,85
"263","NY.GDP.FRST.RT.ZS","Forest rents (% of GDP)",295.841317365269,0.22928510301574,167
"428","ST.INT.TVLX.CD","International tourism, expenditures for travel items (current US$)",287.748366013072,0.229686749759711,153
"106","EN.ATM.CO2E.GF.ZS","CO2 emissions from gaseous fuel consumption (% of total) ",306.067796610169,0.229921363848939,118
"829","NV.MNF.TXTL.ZS.UN","Textiles and clothing (% of value added in manufacturing)",297.305555555556,0.229976206508949,72
"260","BX.KLT.DINV.CD.WD","Foreign direct investment, net inflows (BoP, current US$)",292.127272727273,0.230456083702394,165
"892","SL.EMP.WORK.MA.ZS","Wage and salary workers, male (% of males employed)",296.984615384615,0.230743992355207,65
"185","EG.ELC.FOSL.ZS","Electricity production from oil, gas and coal sources (% of total)",303.834615384615,0.230757998395509,130
"557","NY.TRF.NCTR.CD","Net current transfers from abroad (current US$)",289.238095238095,0.230810799022997,147
"496","TX.VAL.MRCH.HI.ZS","Merchandise exports to high-income economies (% of total merchandise exports)",290.151515151515,0.23096356430593,165
"213","GC.XPN.TOTL.GD.ZS","Expense (% of GDP)",318.79,0.231449043945284,100
"364","NE.CON.PETC.ZS","Household final consumption expenditure, etc. (% of GDP)",290.61963190184,0.23159181511983,163
"55","AG.LND.ARBL.HA","Arable land (hectares)",296.186046511628,0.231952917008848,172
"731","SE.PRE.ENRR","School enrollment, preprimary (% gross)",302.829787234043,0.232442462863467,47
"53","AG.LND.ARBL.ZS","Arable land (% of land area)",295.895348837209,0.232447720173478,172
"754","SE.SEC.ENRL.GC.FE.ZS","Secondary education, general pupils (% female)",327.046511627907,0.232876176726638,43
"544","DC.DAC.NZLL.CD","Net bilateral aid flows from DAC donors, New Zealand (current US$)",341.151515151515,0.233070839554995,33
"573","NY.GSR.NFCY.CD","Net income from abroad (current US$)",286.811728395062,0.233350783159167,162
"57","MS.MIL.TOTL.P1","Armed forces personnel, total",296.746031746032,0.233369487367743,126
"707","IS.RRS.PASG.KM","Railways, passengers carried (million passenger-km)",299.070175438596,0.23498904084188,57
"113","EN.ATM.CO2E.SF.ZS","CO2 emissions from solid fuel consumption (% of total)",313.771317829457,0.235186821271118,129
"729","SP.RUR.TOTL.ZG","Rural population growth (annual %)",284.766081871345,0.235359359356018,171
"205","SL.EMP.1524.SP.ZS","Employment to population ratio, ages 15-24, total (%)",275.32183908046,0.23579118088663,174
"112","EN.CO2.BLDG.ZS","CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)",318.463235294118,0.236033498729397,136
"738","SE.PRM.ENRR.MA","School enrollment, primary, male (% gross)",309.587301587302,0.236220139626685,63
"889","SL.EMP.VULN.ZS","Vulnerable employment, total (% of total employment)",300.947368421053,0.236266749573652,57
"880","SL.UEM.1524.MA.ZS","Unemployment, youth male (% of male labor force ages 15-24)",298.017441860465,0.236697275395737,172
"755","SE.SEC.ENRL","Secondary education, pupils",288.75,0.236701534921292,16
"355","TX.VAL.TECH.CD","High-technology exports (current US$)",308.95145631068,0.237015668877122,103
"512","EN.ATM.METH.EG.KT.CE","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)",292.239766081871,0.237425616741389,171
"465","AG.PRD.LVSK.XD","Livestock production index (2004-2006 = 100)",274.241379310345,0.23766212937011,174
"246","NE.CON.TETC.ZS","Final consumption expenditure, etc. (% of GDP)",289.818181818182,0.238121441573089,165
"318","NY.GDS.TOTL.ZS","Gross domestic savings (% of GDP)",289.763636363636,0.238121441573089,165
"177","FS.AST.PRVT.GD.ZS","Domestic credit to private sector (% of GDP)",280.391156462585,0.238419200864818,147
"509","TM.VAL.MRCH.HI.ZS","Merchandise imports from high-income economies (% of total merchandise imports)",299.981818181818,0.238526614804397,165
"305","GC.XPN.GSRV.CN","Goods and services expense (current LCU)",300.948453608247,0.239036995545169,97
"633","IP.PAT.RESD","Patent applications, residents",327.292307692308,0.239084226056472,65
"668","PA.NUS.PRVT.PP","PPP conversion factor, private consumption (LCU per international $)",285.24358974359,0.239150026570499,156
"896","BX.TRF.PWKR.CD.DT","Workers' remittances and compensation of employees, received (current US$)",289.490196078431,0.239456549508817,153
"327","NE.GDI.FPRV.ZS","Gross fixed capital formation, private sector (% of GDP)",308.173469387755,0.239648017664264,98
"54","AG.LND.ARBL.HA.PC","Arable land (hectares per person)",287.395348837209,0.239675352521273,172
"702","SE.PRM.ENRL.TC.ZS","Pupil-teacher ratio, primary",330.393939393939,0.239992779560708,33
"96","FS.AST.CGOV.GD.ZS","Claims on central government, etc. (% GDP)",288.69387755102,0.240204041571857,147
"736","SE.PRM.ENRR.FE","School enrollment, primary, female (% gross)",311.619047619048,0.240549160714124,63
"893","FP.WPI.TOTL","Wholesale price index (2005 = 100)",315.776315789474,0.240596423245563,76
"132","SL.FAM.WORK.FE.ZS","Contributing family workers, female (% of females employed)",315.209677419355,0.241058199137928,62
"48","IS.AIR.GOOD.MT.K1","Air transport, freight (million ton-km)",302.636363636364,0.241059291252274,132
"306","BX.GSR.MRCH.CD","Goods exports (BoP, current US$)",270.961538461538,0.241118357812978,156
"464","CM.MKT.LDOM.NO","Listed domestic companies, total",324.761904761905,0.241134300481869,84
"183","EG.ELC.NUCL.ZS","Electricity production from nuclear sources (% of total)",337.935483870968,0.241297869785408,31
"32","AG.LND.AGRI.K2","Agricultural land (sq. km)",294.5,0.241974547104639,173
"665","SI.POV.URHC","Poverty headcount ratio at urban poverty line (% of urban population)",339.769230769231,0.242202953444266,13
"77","FM.LBL.BMNY.IR.ZS","Broad money to total reserves ratio",307.201388888889,0.243412845963462,144
"42","NV.AGR.TOTL.ZS","Agriculture, value added (% of GDP)",286.490797546012,0.243435342650638,163
"663","SI.POV.NAHC","Poverty headcount ratio at national poverty line (% of population)",364.5,0.243500078863802,24
"842","SE.PRM.TENR.MA","Total enrollment, primary, male (% net)",368.717391304348,0.243624902155716,23
"31","AG.LND.AGRI.ZS","Agricultural land (% of land area)",294.794797687861,0.24380682329916,173
"739","SE.PRM.NENR.MA","School enrollment, primary, male (% net)",372.326086956522,0.244124352997456,23
"770","NV.SRV.TETC.ZS","Services, etc., value added (% of GDP)",292.558282208589,0.24418381530546,163
"51","EG.USE.COMM.CL.ZS","Alternative and nuclear energy (% of total energy use)",319.95703125,0.244461633347096,128
"545","DC.DAC.NORL.CD","Net bilateral aid flows from DAC donors, Norway (current US$)",304.582417582418,0.245303283925066,91
"504","TM.VAL.MRCH.R5.ZS","Merchandise imports from developing economies in South Asia (% of total merchandise imports)",301.055900621118,0.245984699512806,161
"434","ST.INT.TVLR.CD","International tourism, receipts for travel items (current US$)",297.925806451613,0.246222674587645,155
"354","TX.VAL.TECH.MF.ZS","High-technology exports (% of manufactured exports)",314.9,0.246794852030401,100
"377","IQ.CPA.IRAI.XQ","IDA resource allocation index (1=low to 6=high)",297.954545454545,0.24685259591413,66
"52","SH.HIV.ARTC.ZS","Antiretroviral therapy coverage (% of people with advanced HIV infection)",289.237623762376,0.246951066490164,101
"420","GC.XPN.INTP.RV.ZS","Interest payments (% of revenue)",311.549019607843,0.247005436270107,102
"747","SE.SEC.PRIV.ZS","School enrollment, secondary, private (% of total secondary)",342.386363636364,0.247849790457853,44
"757","SE.SEC.TCHR","Secondary education, teachers",307.3,0.248154042241556,10
"582","DT.ODA.ODAT.GN.ZS","Net ODA received (% of GNI)",290.829457364341,0.248179368412085,129
"36","EN.ATM.METH.AG.KT.CE","Agricultural methane emissions (thousand metric tons of CO2 equivalent)",300.065088757396,0.248319694585671,169
"433","ST.INT.TRNR.CD","International tourism, receipts for passenger transport items (current US$)",311.07874015748,0.248510376407232,127
"160","BN.CAB.XOKA.CD","Current account balance (BoP, current US$)",308.358974358974,0.248652802795942,156
"878","SL.UEM.TOTL.ZS","Unemployment, total (% of total labor force)",293.878612716763,0.248696760366937,173
"790","CM.MKT.TRAD.CD","Stocks traded, total value (current US$)",344.083333333333,0.248784707162408,84
"56","MS.MIL.TOTL.TF.ZS","Armed forces personnel (% of total labor force)",302.7578125,0.248835876969778,128
"716","SM.POP.REFG.OR","Refugee population by country or territory of origin",302.654320987654,0.248885324241577,162
"93","SE.PRM.UNER.FE","Children out of school, primary, female",377.304347826087,0.249267736324669,23
"199","SL.SRV.EMPL.ZS","Employment in services (% of total employment)",328.848484848485,0.249442699844746,66
"851","IP.TMK.NRES","Trademark applications, direct nonresident",329,0.249793011556385,88
"506","TM.VAL.MRCH.OR.ZS","Merchandise imports from developing economies outside region (% of total merchandise imports)",305.798701298701,0.250113083257186,154
"721","SP.POP.SCIE.RD.P6","Researchers in R&D (per million people)",348.979591836735,0.250124201862902,49
"853","IP.TMK.TOTL","Trademark applications, total",322.465,0.25031583335401,100
"895","BX.TRF.PWKR.DT.GD.ZS","Workers' remittances and compensation of employees, received (% of GDP)",301.855263157895,0.250386659114052,152
"710","SE.ENR.SECO.FM.ZS","Ratio of female to male secondary enrollment (%)",335.764705882353,0.250511238579464,34
"20","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)",302.818181818182,0.250535901088505,99
"108","EN.ATM.CO2E.LF.ZS","CO2 emissions from liquid fuel consumption (% of total) ",312.05,0.251278141857862,160
"39","TX.VAL.AGRI.ZS.UN","Agricultural raw materials exports (% of merchandise exports)",311.278350515464,0.251493436575408,97
"376","BX.GSR.CCIS.CD","ICT service exports (BoP, current US$)",296.888888888889,0.251502862026305,117
"12","NY.ADJ.AEDU.GN.ZS","Adjusted savings: education expenditure (% of GNI)",309.493506493507,0.251688600375071,154
"611","EN.ATM.NOXE.KT.CE","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)",307.087719298246,0.252263695226816,171
"197","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)",324.015384615385,0.252440895203496,65
"705","IS.RRS.TOTL.KM","Rail lines (total route-km)",355.242424242424,0.252897053203159,33
"720","GB.XPD.RSDV.GD.ZS","Research and development expenditure (% of GDP)",343.145161290323,0.252898460484915,62
"849","NE.TRD.GNFS.ZS","Trade (% of GDP)",309.366863905325,0.253215598246652,169
"176","FS.AST.DOMS.GD.ZS","Domestic credit provided by banking sector (% of GDP)",286.931972789116,0.253244767882739,147
"734","SE.PRM.ENRR","School enrollment, primary (% gross)",310.808823529412,0.253705841275362,68
"623","NV.MNF.OTHR.ZS.UN","Other manufacturing (% of value added in manufacturing)",327.819444444444,0.253919154030392,72
"19","NY.ADJ.DRES.GN.ZS","Adjusted savings: natural resources depletion (% of GNI)",313.996644295302,0.254190066081528,149
"846","FI.RES.TOTL.MO","Total reserves in months of imports",324.118421052632,0.254296816693758,152
"449","SL.TLF.TERT.MA.ZS","Labor force with tertiary education, male (% of male labor force)",363.827586206897,0.254517405292049,29
"500","TM.VAL.MRCH.R1.ZS","Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)",299.234042553192,0.254614791597387,141
"719","SE.PRM.REPT.ZS","Repeaters, primary, total (% of total enrollment)",306.842105263158,0.254892147445311,19
"630","SL.TLF.PART.MA.ZS","Part time employment, male (% of total male employment)",326.358490566038,0.255292270813145,53
"189","SL.AGR.EMPL.MA.ZS","Employees, agriculture, male (% of male employment)",324.216666666667,0.255800233687705,60
"256","AG.PRD.FOOD.XD","Food production index (2004-2006 = 100)",292.965517241379,0.256001817875278,174
"426","ST.INT.XPND.CD","International tourism, expenditures (current US$)",292.63782051282,0.256127605231412,156
"33","AG.AGR.TRAC.NO","Agricultural machinery, tractors",334.685950413223,0.256976661277854,121
"207","EN.ATM.METH.EG.ZS","Energy related methane emissions (% of total)",310.514619883041,0.25708643999766,171
"234","DT.DOD.DSTC.CD","External debt stocks, short-term (DOD, current US$)",284.645454545455,0.257126585519028,110
"487","TX.VAL.MRCH.R1.ZS","Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)",306.096,0.257141861347724,125
"718","SE.PRM.REPT.MA.ZS","Repeaters, primary, male (% of male enrollment)",300.416666666667,0.257325183974608,24
"843","NY.GDP.TOTL.RT.ZS","Total natural resources rents (% of GDP)",317.929012345679,0.257354334110262,162
"852","IP.TMK.RESD","Trademark applications, direct resident",339.471830985916,0.257359738092522,71
"14","NY.ADJ.DNGY.GN.ZS","Adjusted savings: energy depletion (% of GNI)",325.125,0.257699406334529,112
"457","FR.INR.LEND","Lending interest rate (%)",318.223880597015,0.258092369006711,134
"265","TX.VAL.FUEL.ZS.UN","Fuel exports (% of merchandise exports)",343.113636363636,0.258235146368572,88
"379","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)",302.591715976331,0.258240934319032,169
"473","TM.VAL.MANF.ZS.UN","Manufactures imports (% of merchandise imports)",326.637254901961,0.258942962935004,102
"123","BX.GSR.CMCP.ZS","Communications, computer, etc. (% of service exports, BoP)",324.791666666667,0.25923700527602,144
"499","TM.VAL.MRCH.RS.ZS","Merchandise imports by the reporting economy, residual (% of total merchandise imports)",311.763636363636,0.259399880908035,165
"133","SL.FAM.WORK.MA.ZS","Contributing family workers, male (% of males employed)",319.177419354839,0.259805159907913,62
"472","TX.VAL.MANF.ZS.UN","Manufactures exports (% of merchandise exports)",302.632653061225,0.259853295418271,98
"427","ST.INT.TRNX.CD","International tourism, expenditures for passenger transport items (current US$)",320.139705882353,0.259865907239956,136
"733","SE.PRE.ENRR.MA","School enrollment, preprimary, male (% gross)",316.85,0.260180372980603,40
"516","NY.GDP.MINR.RT.ZS","Mineral rents (% of GDP)",334.386178861789,0.260437338927338,123
"179","EG.ELC.LOSS.ZS","Electric power transmission and distribution losses (% of output)",316.992481203008,0.260478299887944,133
"627","SH.XPD.OOPC.TO.ZS","Out-of-pocket health expenditure (% of total expenditure on health)",318.28869047619,0.260711206840236,168
"127","GC.XPN.COMP.CN","Compensation of employees (current LCU)",307.701030927835,0.260816790237949,97
"192","SL.SRV.EMPL.FE.ZS","Employees, services, female (% of female employment)",350.229508196721,0.260876133453721,61
"881","SL.UEM.1524.ZS","Unemployment, youth total (% of total labor force ages 15-24)",301.362068965517,0.260978376727938,174
"612","EN.ATM.NOXE.EG.KT.CE","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)",297.719298245614,0.261085324058593,171
"742","SE.SEC.NENR","School enrollment, secondary (% net)",372.541666666667,0.261118233140804,24
"607","BN.GSR.GNFS.CD","Net trade in goods and services (BoP, current US$)",315.955128205128,0.261239151879495,156
"140","IQ.CPA.DEBT.XQ","CPIA debt policy rating (1=low to 6=high)",312.947368421053,0.261583337714449,57
"583","DT.ODA.ODAT.GI.ZS","Net ODA received (% of gross capital formation)",302.016260162602,0.261589781373295,123
"494","TX.VAL.MRCH.WR.ZS","Merchandise exports to developing economies within region (% of total merchandise exports)",305.995327102804,0.261699463212077,107
"145","IQ.CPA.FISP.XQ","CPIA fiscal policy rating (1=low to 6=high)",305.816666666667,0.261742304246056,60
"266","TM.VAL.FUEL.ZS.UN","Fuel imports (% of merchandise imports)",345.235294117647,0.261957488617645,102
"554","BN.TRF.CURR.CD","Net current transfers (BoP, current US$)",302.007142857143,0.26236290951633,140
"495","TX.VAL.MRCH.AL.ZS","Merchandise exports to economies in the Arab World (% of total merchandise exports)",309.042944785276,0.262890869056151,163
"432","ST.INT.RCPT.CD","International tourism, receipts (current US$)",298.589506172839,0.263177513324233,162
"758","SE.SEC.TCHR.FE.ZS","Secondary education, teachers (% female)",335.388888888889,0.263224159585949,18
"382","NE.IMP.GNFS.ZS","Imports of goods and services (% of GDP)",314.834319526627,0.264088414979639,169
"756","SE.SEC.ENRL.FE.ZS","Secondary education, pupils (% female)",341.735294117647,0.264218620369501,34
"762","SE.SEC.AGES","Secondary school starting age (years)",296.37,0.264343446960024,50
"698","DT.TDS.DPPG.GN.ZS","Public and publicly guaranteed debt service (% of GNI)",308.803738317757,0.264347955011137,107
"110","EN.CO2.MANF.ZS","CO2 emissions from manufacturing industries and construction (% of total fuel combustion)",327.382352941176,0.264638559874763,136
"100","EN.ATM.CO2E.KD.GD","CO2 emissions (kg per 2000 US$ of GDP)",309.556213017751,0.265322045969812,169
"184","EG.ELC.PETR.ZS","Electricity production from oil sources (% of total)",319.161654135338,0.265702103056452,133
"421","GC.XPN.INTP.CN","Interest payments (current LCU)",330.544554455446,0.2657500377328,101
"349","SH.XPD.PRIV.ZS","Health expenditure, private (% of GDP)",327.142857142857,0.266112756782151,168
"35","EN.ATM.METH.AG.ZS","Agricultural methane emissions (% of total)",310.881656804734,0.266371241426225,169
"101","EN.ATM.CO2E.PP.GD.KD","CO2 emissions (kg per 2005 PPP $ of GDP)",311.202380952381,0.266901339694232,168
"309","GC.REV.GOTR.CN","Grants and other revenue (current LCU)",331.010752688172,0.267048218954989,93
"827","NY.TTF.GNFS.KN","Terms of trade adjustment (constant LCU)",306.745098039216,0.267292630547161,153
"131","IS.SHP.GOOD.TU","Container port traffic (TEU: 20 foot equivalent units)",337.752577319588,0.267401473105527,97
"590","DT.ODA.ODAT.KD","Net official development assistance received (constant 2009 US$)",314.534090909091,0.267757184321047,132
"534","DC.DAC.FINL.CD","Net bilateral aid flows from DAC donors, Finland (current US$)",344.597014925373,0.267985078991042,67
"493","TX.VAL.MRCH.OR.ZS","Merchandise exports to developing economies outside region (% of total merchandise exports)",308.059210526316,0.268514504248118,152
"507","TM.VAL.MRCH.WR.ZS","Merchandise imports from developing economies within region (% of total merchandise imports)",299.018348623853,0.268780403158976,109
"161","BX.TRF.CURR.CD","Current transfers, receipts (BoP, current US$)",312.350993377483,0.26895112161153,151
"614","SH.MED.NUMW.P3","Nurses and midwives (per 1,000 people)",324.3125,0.269095206467417,16
"105","EN.CO2.ETOT.ZS","CO2 emissions from electricity and heat production, total (% of total fuel combustion)",332.299270072993,0.269556492351989,137
"894","BM.TRF.PWKR.CD.DT","Workers' remittances and compensation of employees, paid (current US$)",308.741258741259,0.271054875824414,143
"406","NV.IND.TOTL.ZS","Industry, value added (% of GDP)",295.122699386503,0.271123184906616,163
"397","BM.GSR.FCTY.CD","Income payments (BoP, current US$)",311.928104575163,0.271188203217415,153
"17","NY.ADJ.DMIN.GN.ZS","Adjusted savings: mineral depletion (% of GNI)",339.185950413223,0.272106203772716,121
"805","TM.TAX.TCOM.SM.FN.ZS","Tariff rate, most favored nation, simple mean, primary products (%)",347.941176470588,0.272808483269554,34
"469","NV.MNF.MTRN.ZS.UN","Machinery and transport equipment (% of value added in manufacturing)",314.470588235294,0.273169050098332,68
"181","EG.ELC.HYRO.ZS","Electricity production from hydroelectric sources (% of total)",343.163865546218,0.273212790012063,119
"709","SE.ENR.PRIM.FM.ZS","Ratio of female to male primary enrollment (%)",332.952380952381,0.273703438061197,63
"793","GC.XPN.TRFT.CN","Subsidies and other transfers (current LCU)",319.255319148936,0.274173716257814,94
"513","MS.MIL.XPND.ZS","Military expenditure (% of central government expenditure)",351.593023255814,0.274523089750897,86
"38","EN.ATM.NOXE.AG.KT.CE","Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)",314.402366863905,0.274923499550672,169
"170","FR.INR.DPST","Deposit interest rate (%)",317.478873239437,0.27513147507877,142
"879","SL.UEM.1524.FE.ZS","Unemployment, youth female (% of female labor force ages 15-24)",308.816091954023,0.275399055808444,174
"102","EN.ATM.CO2E.PP.GD","CO2 emissions (kg per PPP $ of GDP)",314.982142857143,0.275539092139007,168
"352","SH.XPD.PUBL","Health expenditure, public (% of total health expenditure)",317.389880952381,0.275676994251936,168
"172","NY.GDP.DISC.KN","Discrepancy in expenditure estimate of GDP (constant LCU)",319.754098360656,0.275866209504082,122
"741","SE.SEC.ENRR","School enrollment, secondary (% gross)",333.025641025641,0.276078524239752,39
"798","TM.TAX.MANF.SM.AR.ZS","Tariff rate, applied, simple mean, manufactured products (%)",374.676470588235,0.276239861588675,34
"481","CM.MKT.LCAP.CD","Market capitalization of listed companies (current US$)",347.6875,0.276299073122226,80
"785","DT.DOD.DSTC.IR.ZS","Short-term debt (% of total reserves)",314.696078431373,0.27670700613807,102
"550","DC.DAC.TOTL.CD","Net bilateral aid flows from DAC donors, Total (current US$)",316.773333333333,0.276753485584171,150
"588","DT.ODA.ALLD.KD","Net official development assistance and official aid received (constant 2009 US$)",320.285234899329,0.276882773750378,149
"744","SE.SEC.NENR.FE","School enrollment, secondary, female (% net)",366.307692307692,0.277014081041495,26
"40","TM.VAL.AGRI.ZS.UN","Agricultural raw materials imports (% of merchandise imports)",340.990099009901,0.277131506365827,101
"158","AG.PRD.CROP.XD","Crop production index (2004-2006 = 100)",307.534482758621,0.27734963010279,174
"681","SE.PRM.DURS","Primary education, duration (years)",300.87,0.277363019254725,50
"552","DC.DAC.USAL.CD","Net bilateral aid flows from DAC donors, United States (current US$)",313.398148148148,0.277593079757112,108
"838","DT.TDS.DECT.EX.ZS","Total debt service (% of exports of goods, services and income)",336.3125,0.278270977870893,96
"128","TX.VAL.OTHR.ZS.WT","Computer, communications and other services (% of commercial service exports)",327.993243243243,0.278897660553406,148
"606","BN.GSR.MRCH.CD","Net trade in goods (BoP, current US$)",315.50641025641,0.27937066043573,156
"598","DT.NFL.UNCF.CD","Net official flows from UN agencies, UNICEF (current US$)",321.263157894737,0.279444311690307,114
"591","DT.ODA.ODAT.CD","Net official development assistance received (current US$)",313.405303030303,0.279449954509203,132
"841","SE.PRM.TENR.FE","Total enrollment, primary, female (% net)",383.478260869565,0.279491769260325,23
"210","SE.XPD.PRIM.PC.ZS","Expenditure per student, primary (% of GDP per capita)",370.875,0.279497316724129,32
"752","SE.SEC.DURS","Secondary education, duration (years)",283.280487804878,0.279513113144121,41
